  -8.1320000e+01  -5.0010000e+01
   3.1206261e+01   3.5996588e+01
  -6.5955375e+01  -7.6198252e+00
  -2.7638006e+01  -6.2186167e+01
   1.0100000e-01  -5.8127400e+01
  -2.1035761e+01   8.1744765e+01
   9.4402174e+00   7.5179791e+01
  -1.6333641e+01   5.1127327e+01
   1.7112779e+01   1.9152553e+01
  -1.4767627e+01   7.0820186e+01
  -6.2330231e+01  -1.7973847e+01
  -1.8099225e+01  -1.0890230e+01
  -4.8892688e+01  -8.6402848e+00
  -4.5240531e+01   4.8135772e+01
   1.8535700e+01   6.4717192e+01
  -7.1844000e+00  -3.5197200e+01
  -7.0235541e+00  -1.3137289e+01
  -4.7047044e+00   6.4266833e+01
  -4.9680682e+01   7.1994689e+00
  -4.0988958e+01   4.1066870e+01
   1.0606043e+01   5.4538516e+00
   4.1267917e+01   9.2907306e+00
  -3.8731311e+01   2.7012387e+01
  -4.4929828e+01   2.5873642e+01
   2.4487260e+01  -1.2705426e+01
  -2.1000800e+01   4.2100500e+01
  -4.7185857e+01   4.9797055e+00
   3.1070083e+01   3.2344839e+01
  -1.9621257e+01  -5.0497757e+01
  -1.4727671e+01   2.5559432e+01
  -3.8787928e+01   4.2102766e+01
  -7.6082200e+01  -2.5687691e+01
  -2.0975259e+01  -3.0611044e+01
   3.7098356e+01  -1.6515717e+01
  -1.0858499e+01   3.3740868e+01
   3.6990907e+00   6.9532426e+01
  -3.0174777e-01   8.0491075e+01
   3.8512000e+00  -7.3857400e+01
  -1.4546315e+01   7.7544263e+01
  -2.7961572e+01  -4.9120146e+01
   1.2421375e+01  -8.7908256e+00
  -8.5797971e+00  -7.9574356e+00
  -5.9675286e+01  -1.1004954e+01
   1.4418388e+01   7.1618440e+01
   1.0481089e+01   2.3332711e+01
  -3.6374289e+01   2.3782046e+01
   1.9486551e+01  -9.6336595e+00
   3.2314721e+01   2.6319911e+01
  -6.8367499e+00   6.3758598e+01
   3.2132998e+01   1.0778151e+01
  -2.8741200e+01  -3.9127800e+01
  -5.2157827e+01  -3.4736781e+01
   1.1274874e+01  -1.1526310e+01
  -5.4857073e+01   2.3316956e+01
   1.6988824e+01   3.8853622e+01
  -2.4112852e+01   2.9474880e+01
   1.0834000e+01   1.1157620e+02
  -4.8951613e+01   2.1628086e+01
   3.6180710e+01   3.6057430e+01
  -8.3660964e+00   5.9414381e+01
  -3.0138223e+01   4.8621432e+01
   9.1001548e+00  -2.0441080e+01
  -1.3968651e+00  -2.9582150e+00
   3.1630194e+01   5.0987010e+01
  -6.3615126e+01  -7.8218594e+00
  -5.9159293e+01  -1.5009096e+01
  -4.1984225e+01   3.4205268e+01
   1.8505192e+01   5.3660769e+01
  -6.3203031e+01  -4.9375831e+01
  -6.2162697e+01  -2.1465308e+01
  -7.3896191e+01   4.2979128e+01
  -2.0774500e+01   7.1951200e+01
   2.2161971e+00  -1.8156538e+01
  -2.9510289e+01   4.4993549e+01
  -7.9658000e+01   8.1012000e+01
  -4.5521400e+01   8.3465400e+01
  -2.6979143e+01  -3.6462155e+01
  -8.0671955e+00   5.6869634e+01
   1.9894105e+01  -1.3299794e+01
  -7.8035534e+01   8.8400557e+00
   2.6707800e+01   4.6250177e+01
  -5.6118362e+01   1.6722938e+01
  -1.4814829e+01  -2.2849027e+01
  -5.6964281e+01  -4.7551892e+01
  -6.9694088e+01   2.7211761e+01
   2.6594001e+01   3.3870355e+01
   4.1429312e+01   3.4950493e+01
  -6.1535299e+01   3.5867710e+01
   2.8447148e+01   1.3077519e+01
  -4.6177100e+01  -2.1875200e+01
   2.8665234e+01  -3.7448141e+01
  -3.2970224e+01  -3.3394558e+01
  -1.8060000e+01   4.8163500e+01
  -2.3530061e+00  -1.1161637e+01
  -6.3012300e+01   8.5720100e+01
  -4.3296550e+00  -1.4222326e+01
   3.0173883e+01   7.4120435e+01
  -2.0432253e+01  -5.5137476e+01
  -1.3408031e+01   1.8060608e+01
   4.6633620e+00   7.7109274e+01
  -2.5675587e+01   4.2780091e+01
  -2.1372471e+01  -3.6320758e+01
   6.7583936e+00   2.3457923e+01
  -5.7223216e+01  -4.2230856e+01
   3.3529953e+01   2.8184494e+01
  -6.3521059e+01  -1.1298616e+01
   4.4805704e+01   8.2002223e+01
  -5.2461084e+01  -4.2822997e+01
   2.0282840e+01   3.8413209e+01
  -1.4690254e+01   2.8749166e+01
  -3.6183827e+01  -4.3893982e+01
  -6.2822952e+01   1.6389108e+01
  -5.0531113e+01   3.7967476e+01
  -9.1335213e+00   6.2378999e+01
   6.7923355e+00   6.2739359e+01
  -3.8938322e+01   5.0021678e+01
   2.1537340e+01   7.0889696e+01
  -6.0380199e+01   6.7107282e+00
  -3.3312631e+01  -4.4428983e+01
   3.1624820e+01   4.6255706e+01
  -5.8222403e+01  -4.8174656e+01
  -4.5123400e+01  -1.0188970e+02
   1.9299417e+01   3.3558829e+01
  -1.8264595e+01   7.4844394e+01
  -6.9929179e+01   3.9725135e+01
  -2.6417720e+01   7.6762922e+01
  -2.7491280e+01  -5.7120927e+01
  -5.5817256e+01  -3.1764287e+01
   7.4526489e+00   2.0810124e+01
   1.7518648e+01  -1.8801342e+01
  -3.3983693e+01  -5.2626775e+01
  -9.0181268e+00  -2.2532441e+01
  -6.3704966e+01  -3.5905338e+01
  -4.4252944e+00  -1.5992876e+01
  -4.2096636e+00   5.4059627e+01
  -3.2705119e+00  -1.5024362e+01
   1.7623481e+00  -8.2534785e+00
  -5.1552768e+01   1.2234510e+01
  -4.7125016e+01  -4.6966366e+01
  -7.1962462e+01  -1.2102525e+01
   2.3172400e+01   5.1276000e+00
  -5.5926319e+01  -4.1676170e+01
  -6.3153700e+01   2.1771300e+01
  -6.8366837e+00  -2.6172599e+01
  -3.7187820e+01   2.7340478e+01
   3.1934284e+01  -6.0602909e+00
   3.6398965e+01   5.7288133e+01
  -6.9798103e+01   9.3874531e+00
  -6.2639830e+01  -1.3987445e+01
  -5.2881046e+01  -5.8256960e+00
   2.9344774e+01   6.7597925e+01
   1.9408923e+01   8.3343897e+01
  -6.8300276e+01  -9.9872139e+00
  -4.2538837e+00  -2.3803311e+01
   1.5741559e+01   5.0439773e+01
  -1.5102302e+01   6.9843151e+01
   2.1565489e+01   5.8573810e+01
  -6.8216151e+01  -7.4488816e+00
  -6.4326431e+01  -5.4649451e+01
   4.0543400e+01   8.3746100e+01
  -5.7763496e+01  -6.3271625e+01
   1.8536591e+00  -2.5255458e+01
  -6.7087386e+01  -2.8159660e+01
   2.5334958e+01   1.7458563e+01
   6.5371000e+01   1.1677000e+00
   3.6594359e+01   9.5096037e+01
   3.9933091e+01  -8.9547833e+00
  -3.1317001e+01   5.3768184e+01
  -4.0945796e+01  -4.6539525e+01
   1.9372764e+01   4.8414613e+01
   2.2763432e+01   4.2428591e+01
  -4.8326573e+01   3.5396320e+01
   2.7209977e+01   4.3787957e+01
  -2.6335700e+01  -3.1099000e+00
  -1.0837303e+01  -4.4166500e+00
  -7.3203559e+01   3.7425494e+01
   1.1675940e+01   2.6263715e+01
   2.9851400e+01  -3.9431800e+01
  -2.7449331e+01  -5.6084672e+01
   2.7946256e+00   7.6559219e+01
  -3.1415092e+01  -4.5405697e+01
  -2.1125842e+01  -3.7060880e+01
  -2.7842377e+01  -5.5735430e+01
  -5.7335237e+01   2.4601758e+01
  -1.4164387e+01  -2.5265095e+01
  -6.5476295e+01   1.0442034e+01
  -3.6491774e+01   4.4552314e+01
  -3.2519951e+01  -4.9926359e+01
  -6.9983196e+01  -1.4584648e+01
  -5.3176512e+01  -1.0154220e+01
   3.1773343e+01   2.0657969e+01
  -2.5982042e+01  -5.9919859e+01
  -1.5977542e+01   7.4817767e+01
  -5.3039940e+00  -4.4553887e+00
  -4.5678442e+01   2.7347859e+01
  -1.6794294e+01   7.8394736e+01
   3.2554408e+01   4.7137178e+01
   3.7967416e+01   1.6254643e+01
  -2.0157624e+01   3.7171639e+01
  -3.6242450e+01  -5.3126612e+01
